,f__Acetivibrionaceae,f__Acetobacteraceae,f__Acidaminococcaceae,f__Actinomycetaceae,f__Acutalibacteraceae,f__Aerococcaceae,f__Aeromonadaceae,f__Akkermansiaceae,f__Alteromonadaceae,f__Amphibacillaceae,f__Anaerofustaceae,f__Anaeroplasmataceae,f__Anaerotignaceae,f__Anaerovoracaceae,f__Anoxybacillaceae,f__Arcobacteraceae,f__Atopobiaceae,f__BX7,f__Bacillaceae,f__Bacillaceae_B,f__Bacillaceae_C,f__Bacillaceae_D,f__Bacillaceae_G,f__Bacillaceae_H,f__Bacillaceae_I,f__Bacillaceae_L,f__Bacteroidaceae,f__Barnesiellaceae,f__Beijerinckiaceae,f__Bifidobacteriaceae,f__Borkfalkiaceae,f__Brachyspiraceae,f__Brevibacillaceae,f__Brevibacteriaceae,f__Bryobacteraceae,f__Burkholderiaceae,f__Butyricicoccaceae,f__CAG-138,f__CAG-239,f__CAG-272,f__CAG-274,f__CAG-288,f__CAG-312,f__CAG-313,f__CAG-314,f__CAG-382,f__CAG-449,f__CAG-508,f__CAG-552,f__CAG-74,f__CAG-826,f__CAG-917,f__CAG-977,f__CAIPTA01,f__Campylobacteraceae,f__Cardiobacteriaceae,f__Carnobacteriaceae,f__Caulobacteraceae,f__Cellulomonadaceae,f__Cellulosilyticaceae,f__Chitinophagaceae,f__Christensenellaceae,f__Clostridiaceae,f__Coprobacteraceae,f__Coriobacteriaceae,f__DSM-1321,f__DSM-18226,f__Dehalobacteriaceae,f__Deinococcaceae,f__Dermabacteraceae,f__Dermatophilaceae,f__Desulfovibrionaceae,f__Dethiosulfovibrionaceae,f__Dialisteraceae,f__Domibacillaceae,f__Dysgonomonadaceae,f__Eggerthellaceae,f__Egibacteraceae,f__Elusimicrobiaceae,f__Enterobacteriaceae,f__Enterococcaceae,f__Erysipelatoclostridiaceae,f__Erysipelotrichaceae,f__Eubacteriaceae,f__Fastidiosipilaceae,f__Filifactoraceae,f__Flavobacteriaceae,f__Frankiaceae,f__Fusobacteriaceae,f__GCA-900066905,f__GWF2-45-14,f__Gastranaerophilaceae,f__Gemellaceae,f__Halomonadaceae,f__Heliobacteriaceae,f__JACDCH01,f__Jeotgalibacillaceae,f__Lachnospiraceae,f__Lactobacillaceae,f__Leptotrichiaceae,f__MARSEILLE-P3954,f__Marinifilaceae,f__Massilibacillaceae,f__Megasphaeraceae,f__Methanobacteriaceae,f__Methanomassiliicoccaceae,f__Methanomethylophilaceae,f__Methylophilaceae,f__Microbacteriaceae,f__Micrococcaceae,f__Microcoleaceae,f__Monoglobaceae,f__Moraxellaceae,f__Muribaculaceae,f__Mycobacteriaceae,f__Mycoplasmoidaceae,f__NSJ-53,f__Negativicoccaceae,f__Neisseriaceae,f__Nitrososphaeraceae,f__Nocardioidaceae,f__Opitutaceae,f__Oscillospiraceae,f__Paenibacillaceae,f__Paludibacteraceae,f__Pasteurellaceae,f__Peptoniphilaceae,f__Peptostreptococcaceae,f__Planococcaceae,f__Porphyromonadaceae,f__Propionibacteriaceae,f__Pseudomonadaceae,f__Pyrinomonadaceae,f__QAKW01,f__Rhizobiaceae,f__Rhizobiaceae_A,f__Rhodobacteraceae,f__Rhodocyclaceae,f__Rikenellaceae,f__Rubrobacteraceae,f__Ruminococcaceae,f__SK-Y3,f__Saccharimonadaceae,f__Salinicoccaceae,f__Salisediminibacteriaceae,f__Selenomonadaceae,f__Shewanellaceae,f__Solirubrobacteraceae,f__Sphingobacteriaceae,f__Sphingomonadaceae,f__Staphylococcaceae,f__Streptococcaceae,f__Streptomycetaceae,f__Streptosporangiaceae,f__Succinivibrionaceae,f__Synergistaceae,f__Syntrophomonadaceae,f__TK06,f__Tannerellaceae,f__Thermaceae,f__Thermicanaceae,f__Turicibacteraceae,f__UBA10450,f__UBA1067,f__UBA1381,f__UBA1390,f__UBA1407,f__UBA1820,f__UBA1829,f__UBA660,f__UBA932,f__UMGS1810,f__Vagococcaceae,f__Veillonellaceae,f__Vibrionaceae,f__Victivallaceae,f__WHSQ01,f__Weeksellaceae,f__X112,f__Xanthobacteraceae,f__Xanthomonadaceae
10317.000069061,0,0,28,21,111,0,0,77,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,2111,20,3,0,0,0,0,0,0,29,11,10,0,10,0,0,0,0,0,2,0,825,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,91,0,0,0,0,0,42,0,2,0,0,11,0,0,2938,0,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,2,0,0,70,0,0,306,0,0,0,0,2,0,10,0,0,39,0,0,3,2,0,0,0,217,0,0,10,644,0,0,86,0,6489,0,0,0,0,0,0,227,0,908,0,0,0,0,0,0,0,0,2904,0,19,15,13,0,10,0,0,426,0,0,0,0,0,7,0,0,0,0,153,0,0,0,0,0,0,0,2,0,0,0
10317.000023880,0,0,770,0,68,0,0,128,0,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,3567,54,0,13,0,0,0,0,0,9,32,14,0,40,0,0,0,10,12,0,0,259,2,82,0,0,0,0,0,0,0,0,0,0,0,0,6,0,32,0,0,0,0,0,0,3,0,0,0,0,52,0,0,0,559,112,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,28,0,0,78,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,612,0,0,0,2,58,0,2,0,0,0,0,0,0,0,0,422,0,1234,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,383,0,0,0,0,0,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000001870,0,0,23,14,1001,0,0,2934,0,0,0,0,656,23,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,438,0,0,0,0,0,5,165,0,0,0,107,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,153,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,61,0,149,0,0,0,0,230,0,0,0,0,0,99,0,0,0,0,0,0,18,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000026102,0,0,0,10,748,0,0,49,0,0,0,0,35,92,0,0,0,0,0,0,0,0,0,0,0,0,4560,0,0,110,0,0,0,0,0,14,106,0,64,0,0,0,0,0,0,0,0,2,0,82,0,0,0,0,3,0,0,0,0,0,0,0,0,0,61,0,3,0,0,0,0,3,0,114,0,0,14,0,0,0,279,60,12,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2787,0,0,0,29,0,0,0,0,0,0,0,0,0,146,0,0,2,0,0,0,0,0,0,0,252,0,0,0,1024,31,0,286,0,0,0,0,0,0,0,0,1982,0,2870,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,61,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
10317.000022965,0,0,178,0,37,1,0,36,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4450,64,0,2,0,0,0,0,0,8,14,0,15,0,97,0,0,0,0,0,0,76,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,2078,14,79,30,0,0,0,0,0,0,0,0,61,0,0,0,0,0,1095,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,9,0,0,2,0,0,0,0,66,0,0,18,6,12,0,0,0,28,0,0,0,0,0,0,73,0,553,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,301,0,0,0,0,0,22,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0
10317.000004815,0,0,43,0,40,0,0,100,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4778,0,0,3,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,57,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000012069,0,0,8,0,24,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,29,0,88,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,14,0,0,0,0,6,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,123,0,169,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,170,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000047409,0,0,6,0,292,0,0,0,0,27,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,895,56,0,0,0,0,0,0,0,3,44,0,0,5,0,0,3,0,0,0,0,372,0,288,0,0,0,0,0,0,0,0,0,0,0,2,64,0,0,0,0,0,0,0,0,2,0,9,0,0,4,0,0,0,8,38,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,987,5,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,270,0,0,5,11,150,3,0,0,0,0,0,0,0,0,0,48,0,794,0,0,0,0,0,0,0,0,0,0,80,43,21,0,0,0,0,31,0,0,7,0,0,6,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0
10317.000001902,0,0,0,3,240,0,0,8,0,1,0,102,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1083,21,0,13,5,0,0,0,0,174,5,0,234,6,0,0,11,0,0,5,0,453,0,97,0,109,0,0,4,0,0,0,4,0,0,0,30,23,4,0,0,0,0,0,0,68,0,22,0,0,7,0,0,0,75,42,10,0,0,0,0,0,0,0,0,130,0,0,0,0,0,843,0,0,0,29,0,0,0,0,0,0,0,17,0,0,0,580,0,0,0,0,0,0,0,0,394,0,0,2,0,13,0,0,0,0,0,0,0,45,0,0,95,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,7,0,45,0,0,0,2,0,19,0,0,0,0,0
10317.000033048,0,0,283,11,489,0,0,3,0,0,0,0,231,58,0,0,0,0,0,0,0,0,0,0,0,0,6561,71,0,29,2,0,0,0,0,28,41,0,439,5,0,0,0,8,0,0,0,148,0,108,0,0,0,0,0,0,0,0,0,0,0,5,260,55,174,0,0,0,0,0,0,69,0,0,0,0,109,0,0,0,0,383,77,0,0,0,0,0,0,2,0,7,0,0,0,0,0,4301,223,0,0,29,0,0,0,0,0,0,0,0,0,0,0,247,22,0,0,0,5,0,0,0,417,0,0,3,108,228,0,3,0,0,0,0,0,0,0,0,1031,0,2597,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,702,0,0,0,0,0,12,0,0,0,0,296,0,0,0,0,0,29,0,0,0,0,0
10317.000027604,0,0,14,0,42,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,8,0,0,0,0,2,0,4,132,13,0,0,0,2,0,0,0,68,0,102,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,7,4,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,47,0,0,0,0,0,2,40,0,161,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
10317.000058982,0,0,28,0,11,0,0,0,0,0,0,0,56,11,0,0,0,0,0,0,0,0,0,0,0,0,3010,245,0,3,0,0,0,0,0,112,32,0,42,0,0,0,0,0,0,0,0,133,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,69,13,0,0,0,0,0,0,0,0,42,0,0,0,0,0,903,0,0,0,11,0,0,0,0,0,0,0,2,0,9,0,14,0,0,0,0,0,0,0,0,245,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,217,0,1272,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,328,0,0,2,0,0,64,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
10317.000014018,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,10,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,0,0,365,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,87,0,0,0,0,0,0,0,0,1522,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,49,0,0,0
10317.000030365,0,0,415,0,116,0,0,91,0,0,2,0,235,60,0,0,0,0,0,0,0,0,0,0,0,0,4866,0,0,3,0,0,0,0,0,0,48,0,243,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,2,82,0,9,0,0,0,0,0,0,61,0,2,0,0,6,0,0,0,0,20,14,0,0,0,0,0,134,0,0,17,0,0,0,0,0,4901,11,0,0,84,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3996,0,3845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000068292,0,0,0,5,609,4,0,0,0,0,0,0,18,48,0,0,2,0,0,0,0,0,0,0,0,0,5367,619,0,2,0,0,0,0,0,72,118,183,0,30,0,3,0,0,0,0,0,2767,0,360,0,0,0,0,0,0,0,0,0,0,0,7,47,0,31,0,5,0,0,0,0,0,0,1508,0,0,22,0,0,0,3,88,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4054,5,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2370,0,0,3,0,55,0,0,0,0,0,0,0,0,0,0,1269,0,3826,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,1919,0,0,0,0,0,89,2,0,0,0,61,0,0,0,4,0,0,0,0,0,0,0
10317.000001911,0,0,0,2,183,0,0,0,0,0,0,0,43,31,0,0,0,0,0,0,0,0,0,0,0,0,4931,0,0,40,0,0,0,0,0,137,21,0,245,4,0,0,0,0,0,14,12,165,0,170,0,0,0,0,3,2,0,0,0,0,0,0,21,0,31,0,0,0,0,0,0,453,0,718,0,0,23,0,0,0,0,41,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3165,0,0,0,97,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,708,0,0,10,29,56,0,0,11,0,0,0,0,0,0,0,1071,0,2941,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,795,0,0,4,0,0,31,0,0,0,0,168,0,0,0,10,0,0,0,2,0,0,0
10317.000032753,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056,33,0,945,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,50,0,690,0,0,2,0,0,0,2,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,6,4,0,0,5,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,236,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000062088,0,0,0,0,18,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3620,0,0,54,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,19,0,182,0,0,0,0,0,0,3,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,29,109,0,3,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
10317.000034183,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,11,0,18,0,0,0,35,0,126,6,7,8,0,0,3,0,0,0,0,0,224,0,43,0,4,0,0,0,0,0,0,0,0,0,0,0,2,10,0,6,0,0,0,0,2,0,6,0,0,18,0,0,3102,40,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,0,0,20,0,0,0,0,0,0,0,272,0,0,0,1125,6,0,0,0,0,0,0,0,51,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,98,0,429,0,0,0,0,0,0,0,0,0,17,9,0,366,0,0,0,0,46,0,0,0,0,0,2,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0
10317.000030608,0,0,0,0,581,0,0,50,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,4949,11,0,31,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,5,0,0,0,0,78,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,946,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000012061,0,0,0,0,174,0,0,2,0,0,0,0,0,15,0,0,17,0,0,0,0,0,0,0,0,0,5145,256,0,150,0,0,0,0,0,72,7,84,2,11,4,0,19,0,0,9,0,874,0,49,0,0,0,0,0,0,0,0,0,0,0,2,129,0,23,0,0,0,0,0,0,18,0,85,0,0,11,0,0,0,0,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,60,0,0,14,0,0,0,0,0,0,0,0,0,7,0,27,0,0,0,0,0,0,0,0,1933,0,0,19,0,97,0,0,0,0,0,0,0,0,0,0,185,0,451,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,136,0,0,22,0,0,2,0,0,0,4,949,0,0,0,0,0,2,0,0,0,0,0
10317.000002883,0,0,212,9,7,0,0,0,0,0,0,0,96,7,0,0,0,0,0,0,0,0,0,0,0,0,7808,0,0,0,0,0,0,0,0,50,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,139,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,189,0,0,0,40,0,0,28,0,0,0,0,0,0,0,0,21,0,2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000059161,0,0,0,0,592,7,0,740,0,0,0,356,5,20,8,0,2,0,0,0,0,0,0,0,0,0,2236,37,0,52,0,0,0,0,0,146,22,90,37,313,6,75,61,21,0,10,0,579,0,350,0,147,110,0,13,0,0,0,0,0,0,2,66,7,12,4,0,0,0,0,0,111,0,74,0,0,20,0,0,2,7,68,18,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2547,0,0,0,98,0,0,17,0,125,0,0,0,0,0,25,32,0,0,0,0,0,0,0,0,1479,0,0,5,3,69,0,9,0,26,0,0,0,0,5,0,172,0,2068,0,0,0,0,2,0,0,0,4,7,0,0,0,207,0,0,0,175,6,0,10,0,0,18,0,0,0,0,843,0,0,0,6,0,30,0,0,0,0,0
10317.000059045,0,0,144,2,80,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16274,17,0,72,0,0,0,0,0,54,6,0,0,0,0,0,0,0,0,0,3,5,0,16,0,0,0,0,0,0,2,0,0,0,0,0,49,0,12,0,0,0,0,0,0,8,0,8,0,0,3,0,0,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,56,0,381,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,35,0,0,0,6,0,0,0,0,0,0,0
10317.000063391,0,0,6,100,68,0,0,5,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,1243,10,0,6,0,0,0,7,0,111,10,9,42,0,0,0,0,0,3,0,0,69,0,52,0,5,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,40,0,30,0,0,9,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,24,0,0,0,0,102,0,0,0,2050,4,0,35,0,0,0,0,0,0,0,0,44,0,62,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
10317.000034257,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5575,0,0,1433,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,796,234,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,3,0,0,272,61,67,0,15,0,0,0,0,0,0,0,0,0,0,937,0,0,0,0,1333,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0
10317.000065378,0,0,205,0,52,0,0,0,0,0,0,0,21,18,0,0,0,0,0,0,0,0,0,0,0,0,2562,55,0,1479,0,0,0,0,0,53,37,0,0,0,8,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,11,0,8,219,0,0,0,0,0,0,24,0,0,0,0,20,0,0,0,0,221,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2392,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,165,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000026132,0,0,0,0,64,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3,2,32,0,0,0,0,0,342,4,0,0,0,0,0,0,0,0,0,0,34,0,13,0,0,0,0,0,0,0,864,0,0,0,2,6,0,0,0,0,0,0,0,0,3,0,6,0,0,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,3,0,0,2,0,0,0,0,69,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,395,0,0,50,33,0,0,28,0,150,0,0,0,0,0,0,0,337,31,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,33,0,0,0,0,0,0,262,0,0,959
10317.000047692,0,0,34,0,244,0,0,115,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,2123,72,0,0,0,0,0,0,0,27,9,0,0,4,0,0,0,0,0,0,0,189,0,35,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,3,0,0,0,0,13,0,0,0,0,7,0,0,0,0,24,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,291,0,286,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,98,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
10317.000003092,0,0,16,33,239,0,0,0,0,0,0,249,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3572,134,0,71,0,0,0,0,0,45,61,0,104,12,17,0,0,0,0,3,0,115,0,1065,0,0,0,0,26,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,47,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3202,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,284,0,0,0,607,26,0,149,0,0,0,0,0,0,0,0,167,0,629,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,152,0,0,0,0,0,46,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0
10317.000067792,0,0,143,49,3466,0,0,6,0,0,0,0,22,15,0,0,3,0,0,0,0,0,0,0,0,0,9372,0,0,18,0,0,0,0,0,7,154,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,22,0,0,42,0,0,0,0,0,0,0,18,0,0,54,0,0,0,974,950,124,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14639,46,2,0,0,2,2,0,0,0,0,0,19,0,0,2,0,302,0,0,0,5,0,0,0,961,0,0,5,216,93,0,2,0,0,0,0,0,0,0,0,0,0,5917,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,4,0,0,3,0,0,1350,0,0,0,0,0,0,0,0,19,0,0,0,2,0,2,2
10317.000026537,0,0,0,0,291,2,0,13,0,0,0,0,90,37,0,0,0,0,0,0,0,0,0,0,0,0,7848,194,0,142,0,0,0,0,0,270,4,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,9,0,0,0,0,0,0,84,0,842,0,0,2,0,0,0,26,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,0,0,0,36,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,351,0,0,8,4,24,0,0,0,0,0,0,0,0,0,0,754,0,2213,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,692,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
